mkt,reporttimetypecode,loanadvances_tb,monetaryfund,saleablefasset,companycode,sumliab,borrowfund,cashanddepositcbank,borrowfromcbank_tb,stborrow,eutime,borrowfromcbank,premiumrec,sumshequity_tb,sname,premiumadvance_tb,reportdate,premiumrec_tb,settlementprovision_tb,inventory,zcfzl,accountpay_tb,tsatz,sellbuybackfasset,accountrec,fixedasset,agenttradesecurity_tb,publishname,agenttradesecurity,sellbuybackfasset_tb,scode,settlementprovision,combinetypecode,acceptdeposit_tb,borrowfund_tb,loanadvances,hycode,noticedate,cashanddepositcbank_tb,accountrec_tb,stborrow_tb,inventory_tb,advancereceive,ld,sumasset,premiumadvance,monetaryfund_tb,advancereceive_tb,accountpay,dataajusttype,acceptdeposit,saleablefasset_tb,sumshequity,tdetz
szzb,001,-,1922141269.83,-,10000695,1630611386.48,-,-,-,-,2020-03-26T21:52:14,-,-,-0.115274215935849,东阿阿胶,-,2019-12-31T00:00:00,-,-,3521670204.89,0.1399225096,0.372127313829983,-0.15979,-,1263014299.85,2156294883.91,-,医药制造,-,-,000423,-,001,-,-,-,016024,2020-03-27T00:00:00,-,0.399805953918214,-,0.0459721347652397,-,0.05205655,11653674527.93,-,-0.100095819735534,-,287607910.18,2,-,-,10023063141.45,-0.358268
cyb,001,-,69380772.23,-,80146934,392953657.5,-,-,-,-,2020-03-26T16:07:57,-,-,0.092728735075923,科新机电,-,2019-12-31T00:00:00,-,-,242885428.73,0.3954538239,0.642526078909027,0.210559,-,215227762.87,181337544.6,-,机械行业,-,-,300092,-,001,-,-,-,016043,2020-03-27T00:00:00,-,-0.281703450900259,-,0.405994152198704,205714557.34,0.01997603,993677728.48,-,0.68944541524043,0.378048249429347,80056609.23,2,-,-,600724070.98,0.449502
szzb,001,-,153639518.41,-,10000603,1016442449.77,-,-,-,-,2020-03-26T19:17:10,-,-,0.0059652639786587,沙河股份,-,2019-12-31T00:00:00,-,-,1447959757.93,0.5153417963,0.194232456598479,0.028748,-,43520.88,14152081.1,-,房地产,-,-,000014,-,001,-,-,-,016017,2020-03-27T00:00:00,-,-0.620382930975289,-,-0.0387322656938803,417312235.14,0.01897148,1972365635.76,-,-0.14956388562235,-0.228680604422828,153142452.06,2,-,-,955923185.99,0.051136
shzb,001,-,9064971000.0,-,80015935,132345604000.0,-,-,-,-,2020-03-26T15:39:28,-,-,0.0451523304719656,中国铝业,-,2019-12-31T00:00:00,-,-,19515420000.0,0.6517219247,-0.0830664559184943,0.010479,-,4559112000.0,91268869000.0,-,有色金属,-,-,601600,-,001,-,-,-,016032,2020-03-27T00:00:00,-,-0.124852410051953,-,-0.0461516775345524,18940000.0,0.00704264,203070664000.0,-,-0.574337028387749,-,7858214000.0,2,-,-,70725060000.0,-0.007124
zxb,001,-,103244141.02,-,80142364,550064397.07,-,-,-,-,2020-03-26T20:36:48,-,-,-0.0381477713360346,云南锗业,-,2019-12-31T00:00:00,-,-,375590442.05,0.270789848,-0.183541500810149,0.062818,-,79292746.67,899314581.25,-,有色金属,-,-,002428,-,001,-,-,-,016032,2020-03-27T00:00:00,-,-0.182279958755811,-,0.605247727277608,5397809.32,0.01530916,2031333158.27,-,0.0726548752694783,-0.046065400701606,50658065.36,2,-,-,1481268761.2,0.481642
shzb,001,-,2897039962.21,-,10000828,16238726099.77,-,-,-,-,2020-03-26T17:58:38,-,-,0.0423112086592795,航天电子,-,2019-12-31T00:00:00,-,-,10400680745.22,0.5555829001,0.189128383671581,0.130553,-,6195965610.92,4482952154.32,-,航天航空,-,-,600879,-,001,-,-,-,016034,2020-03-27T00:00:00,-,0.0111990349291278,-,0.288783770449398,1513246589.57,0.01460903,29228268358.95,-,0.761504669792509,0.108874900931308,4733008225.59,2,-,-,12989542259.18,0.212676
cyb,001,-,321007730.33,-,80552732,984812228.4,-,-,-,-,2020-03-27T00:44:49,-,-,0.229275928757623,上能电气,-,2019-12-31T00:00:00,-,-,258623604.74,0.7054501599,0.411234660180633,0.23258,-,622967700.74,57185842.56,-,输配电气,-,-,300827,-,001,-,-,-,016020,2020-03-27T00:00:00,-,0.260701872458097,-,0.235340416998815,3593273.36,0.01381722,1396005394.0,-,0.1732920280756,-0.823102796409934,440685904.08,2,-,-,411193165.6,0.233965
shzb,001,-,3465791173.0,-,80071741,39191560947.0,-,-,-,-,2020-03-25T19:27:55,-,-,0.06438980389566,中海油服,-,2019-12-31T00:00:00,-,-,1424673901.0,0.5149883615,0.171008013684057,0.018944,-,10305533467.0,46852986210.0,-,石油行业,-,-,601808,-,001,-,-,-,016023,2020-03-26T00:00:00,-,0.285730630214532,-,0.0325388762030914,-,0.01161423,76101838171.0,-,0.0369158684630808,-,9690152749.0,2,-,-,36910277224.0,-0.020446
szzb,001,-,1665371922.8,-,10000648,5639193960.56,-,-,-,-,2020-03-25T21:16:37,-,-,0.109995348062352,深圳华强,-,2019-12-31T00:00:00,-,-,1703317063.84,0.4968245614,1.37778874604552,0.101785,-,3220010851.2,260885380.64,-,电子元件,-,-,000062,-,001,-,-,-,016022,2020-03-26T00:00:00,-,0.288371886217077,-,-0.0536226449576667,255070783.99,0.01437389,11350473383.27,-,0.225245098761459,-0.0411334378530988,859079315.08,2,-,-,5711279422.71,0.093593
zxb,001,-,19571648773.58,-,80374408,252681367035.33,-,-,-,-,2020-03-25T20:44:36,-,-,0.195961016473638,中国广核,-,2019-12-31T00:00:00,-,-,18370637240.89,0.6512822071,0.24999094017756,0.052691,-,7483893725.25,256954693283.42,-,电力行业,-,-,003816,-,001,-,-,-,016007,2020-03-26T00:00:00,-,0.128631132817368,-,-0.140444612205794,40000.0,0.00923983,387975234526.79,-,0.254883553584011,-0.980567063484153,19983479765.09,2,-,-,135293867491.46,-0.010761
shzb,001,-,207710449.51,-,10001328,334332620.08,-,-,-,-,2020-03-25T20:02:30,-,-,0.0529778714591287,国机通用,-,2019-12-31T00:00:00,-,-,180664259.66,0.36275979,0.369382846373652,0.09863,-,259803356.17,78662455.02,-,机械行业,-,-,600444,-,001,-,-,-,016043,2020-03-26T00:00:00,-,0.254637355121302,-,0.413523006068089,85330854.25,0.0244412,921636381.11,-,-0.181938948626477,-0.0735907195601547,160345971.56,2,-,-,587303761.03,0.189201
,001,-,130922544.79,-,80553196,147175693.02,-,-,-,-,2020-03-25T19:28:55,-,-,0.369881310898425,开普云,-,2019-12-31T00:00:00,-,-,44024696.33,0.3861211333,0.746606685400574,0.438006,-,88781295.39,35844298.16,-,软件服务,-,-,688228,-,001,-,-,-,016057,2020-03-26T00:00:00,-,2.27852027844273,-,0.556464982014917,88313332.31,0.0228835,381164562.96,-,-0.106765872116516,0.531242946395303,24402909.65,2,-,-,233988869.94,0.561461
shzb,001,-,106348898.86,-,80207344,745062542.77,-,-,-,-,2020-03-25T19:44:33,-,-,-0.11526381486936,派思股份,-,2019-12-31T00:00:00,-,-,175650327.84,0.4516509483,-0.410577139893134,-0.222382,-,240186407.45,726297955.26,-,机械行业,-,-,603318,-,001,-,-,-,016043,2020-03-26T00:00:00,-,-0.29228357401548,-,0.0792872346432169,24269313.2,0.01633105,1649642374.3,-,-0.662706324334352,0.677628464388719,180265237.59,2,-,-,904579831.53,-0.322039
szzb,001,-,6620838016.34,-,10000965,1803301319.85,-,-,-,-,2020-03-25T20:17:00,-,-,0.0107183515666397,顺发恒业,-,2019-12-31T00:00:00,-,-,680391059.51,0.2159477885,-0.508805896353691,-0.338848,-,16288006.88,57103127.92,-,房地产,-,-,000631,-,001,-,-,-,016017,2020-03-26T00:00:00,-,-0.250957666176896,-,-0.561467062179782,308811935.62,0.04944233,8350635735.79,-,-0.283186140410916,-0.736067249663982,210682467.67,2,-,-,6547334415.94,-0.706901
shzb,001,-,11768000000.0,387296000000.0,80001630,794509000000.0,-,-,-,-,2020-03-25T19:39:31,-,2233000000.0,0.287593755716812,新华保险,1.3125,2019-12-31T00:00:00,-0.0320762895535327,-,-,0.9039091209,-,0.197623,68190000000.0,-,-,-,保险,-,4.26198009105641,601336,-,001,-,-,-,016028,2020-03-26T00:00:00,-,-,-,-,-,-,878970000000.0,4181000000.0,0.315595304639463,-,-,2,-,0.286915723262081,84461000000.0,0.188792
shzb,001,-,55082000000.0,1058957000000.0,80001596,3317392000000.0,-,-,-,1115000000.0,2020-03-25T20:14:57,-,17281000000.0,0.266175879241548,中国人寿,0.305423365487674,2019-12-31T00:00:00,0.104358384458078,-,-,0.8901606608,-,0.145136,118088000000.0,-,-,-,保险,-,-0.385409673104647,601628,-,001,-,-,-,016028,2020-03-26T00:00:00,-,-,0.122860020140987,-,-,-,3726734000000.0,60898000000.0,0.0474651047807401,-,-,2,-,0.216446705638959,409342000000.0,0.131786
shzb,001,0.158698149046954,-,-,80093164,9671827000000.0,-,1154843000000.0,-,-,2020-03-25T16:05:17,-,-,0.146358294429145,邮储银行,-,2019-12-31T00:00:00,-,-,-,0.9466678399,-,0.073611,98658000000.0,-,-,-,银行,-,-0.268761256754052,601658,-,001,0.0795862967461959,-,4808062000000.0,016029,2020-03-26T00:00:00,-0.03997888497716,-,-,-,-,-,10216706000000.0,-,-,-,-,2,9314066000000.0,-,544879000000.0,0.069786
,001,-,1407984128.45,-,80118026,581080833.72,-,-,-,-,2020-03-25T20:30:02,-,-,1.20778477083946,海尔生物,-,2019-12-31T00:00:00,-,-,105583250.04,0.1911452172,0.58100175293947,0.364603,-,113687133.0,259617756.36,-,医疗行业,-,-,688139,-,001,-,-,-,016047,2020-03-26T00:00:00,-,0.785799527798287,-,1.01865178400964,23359872.57,0.04693226,3039996721.73,-,2.78310942362737,0.128951203303578,181965921.41,2,-,-,2458915888.01,-0.478385
cyb,001,-,660107910.15,-,80140353,635364611.26,-,-,-,-,2020-03-25T19:28:27,-,-,0.11339231809513,数字认证,-,2019-12-31T00:00:00,-,-,177649013.3,0.4823916412,0.371719665902422,0.170343,-,269710307.21,27653582.93,-,软件服务,-,-,300579,-,001,-,-,-,016057,2020-03-26T00:00:00,-,0.51022881531854,-,0.429024192674798,388220154.3,0.01880676,1317113641.66,-,-0.023054256495165,0.285657734471318,107294824.26,2,-,-,681749030.4,0.238307
cyb,001,-,225669544.54,-,80134049,183086056.65,-,-,-,-,2020-03-25T19:20:51,-,-,0.157880178266558,九强生物,-,2019-12-31T00:00:00,-,-,149525291.49,0.0849968816,-0.278957727618772,0.155147,-,552279081.75,263898572.5,-,医药制造,-,-,300406,-,001,-,-,-,016024,2020-03-26T00:00:00,-,0.236609521103963,-,0.314519852140462,12651066.58,0.06795691,2154032631.97,-,-0.529971173208839,-0.131405141302424,23952780.98,2,-,-,1970946575.32,0.126525
cyb,001,-,533880774.78,-,80052943,964285779.32,-,-,-,-,2020-03-25T19:28:27,-,-,0.113392213727503,创业慧康,-,2019-12-31T00:00:00,-,-,143627846.38,0.2686285784,0.18671548502787,0.166024,-,870613174.07,290194928.57,-,软件服务,-,-,300451,-,001,-,-,-,016057,2020-03-26T00:00:00,-,0.502298330799082,-,0.641759409733352,158237094.77,0.01713678,3589661923.11,-,0.139875390067745,0.0467183023423076,266228809.69,2,-,-,2625376143.79,0.338262
cyb,001,-,93720021.12,-,80200714,320150801.69,-,-,-,-,2020-03-25T20:40:56,-,-,0.0240825911616111,广生堂,-,2019-12-31T00:00:00,-,-,35443641.9,0.357359681,-0.305912014203152,0.0484,-,50289922.27,221113959.74,-,医药制造,-,-,300436,-,001,-,-,-,016024,2020-03-26T00:00:00,-,-0.198069706533672,-,-0.0948882321219119,9459681.79,0.00851338,895878350.99,-,0.0909652813864339,0.734651276833847,31030356.66,2,-,-,575727549.3,0.095165
zxb,001,-,1350369062.04,-,80088239,10654926714.89,-,-,-,-,2020-03-25T16:26:19,-,-,0.0225093735796534,山河智能,-,2019-12-31T00:00:00,-,-,2769929374.31,0.6785304549,0.30455474649905,0.099077,-,3699920150.74,4436056145.94,-,机械行业,-,-,002097,-,001,-,-,-,016043,2020-03-26T00:00:00,-,0.174803955667694,-,0.139557073802413,293707433.99,0.01142276,15702945442.8,-,0.0513850165325297,0.0344009583438002,1622380544.45,2,-,-,5048018727.91,0.139503
zxb,001,-,694405553.0,-,80078721,3102157357.0,-,-,-,-,2020-03-25T18:11:21,-,-,0.280527143303784,沪电股份,-,2019-12-31T00:00:00,-,-,1394482211.0,0.3766482792,0.148541783300624,0.248281,-,1911914977.0,2610283887.0,-,电子元件,-,-,002463,-,001,-,-,-,016022,2020-03-26T00:00:00,-,0.223753530767548,-,0.342364925003497,16225829.0,0.01784956,8236218053.0,-,1.48068160711902,-0.754126337238148,1400350188.0,2,-,-,5134060696.0,0.19834
shzb,001,-,152539980.21,-,80189250,1051511239.28,-,-,-,-,2020-03-25T19:44:33,-,-,0.0251736643021271,福达股份,-,2019-12-31T00:00:00,-,-,414590630.51,0.3274943681,0.023755322524906,0.001847,-,441052463.32,1561818782.38,-,汽车行业,-,-,603166,-,001,-,-,-,016035,2020-03-26T00:00:00,-,0.275218480748431,-,0.018881622178955,2229031.02,0.01421605,3210776555.69,-,-0.239022682211503,0.0757238432459464,160555851.42,2,-,-,2159265316.41,-0.042874
shzb,001,-,258711642.21,-,80439281,383906262.97,-,-,-,-,2020-03-25T17:18:48,-,-,0.0988030860054812,东宏股份,-,2019-12-31T00:00:00,-,-,274222308.66,0.1838571176,1.14946482135573,0.106831,-,743965418.42,285515251.52,-,塑胶制品,-,-,603856,-,001,-,-,-,016018,2020-03-26T00:00:00,-,0.221096034248022,-,0.0255418365604123,54555403.15,0.05252037,2088068538.98,-,0.327287037793247,1.25743466627152,78513694.96,2,-,-,1704162276.01,0.143933
shzb,001,-,1600229219.11,-,80084052,7355260152.78,-,-,-,-,2020-03-25T17:18:48,-,-,-0.0246764198513986,陕西黑猫,-,2019-12-31T00:00:00,-,-,597125018.8,0.4990427915,0.542545811810446,0.015036,-,283795441.36,6008151684.78,-,煤炭采选,-,-,601015,-,001,-,-,-,016011,2020-03-26T00:00:00,-,-0.634240834009452,-,-0.298608757902538,189419865.91,0.00740686,14738736391.93,-,-0.409985899082589,0.0728926200456587,1697640278.15,2,-,-,7383476239.15,0.058291
shzb,001,-,1486047902.22,-,80133651,5142780809.76,-,-,-,-,2020-03-25T22:33:25,-,-,0.159505056147732,中设集团,-,2019-12-31T00:00:00,-,-,634396415.08,0.6369267152,0.269083862363067,0.194685,-,4533139284.34,389058366.43,-,工程建设,-,-,603018,-,001,-,-,-,016005,2020-03-26T00:00:00,-,0.262424158157323,-,0.128999057103386,1064896938.85,0.01361802,8074368191.32,-,0.371393355484588,0.0951425792779958,2090338113.42,2,-,-,2931587381.56,0.21571
shzb,001,-,13458572542.78,-,80000200,35573925568.91,1603141666.67,-,-,-,2020-03-25T20:35:35,-,-,0.0574611385981809,中银证券,-,2019-12-31T00:00:00,-,0.739434697498581,-,0.7363404604,0.0859652316296346,0.024531,1613148343.7,2826881764.94,76752558.26,0.49181083743286,券商信托,14198435466.1,0.259123193601464,601696,7028110815.31,001,-,0.233185897438462,-,016027,2020-03-26T00:00:00,-,-0.0741589492963646,-,-,-,-,48311789831.51,-,0.178103700809296,-,281542391.54,2,-,-,12737864262.6,0.013232
shzb,001,-,8958538000.0,-,10000495,15620227000.0,-,-,-,-,2020-03-25T20:08:27,-,-,-0.0154364370542454,上海石化,-,2019-12-31T00:00:00,-,-,6754434000.0,0.3422776577,0.0365024370525573,0.024611,-,1639916000.0,11322850000.0,-,石油行业,-,-,600688,-,001,-,-,-,016023,2020-03-26T00:00:00,-,-0.286314732175885,-,-0.16826277956501,-,0.01441195,45636128000.0,-,-0.125304472522804,-,7664296000.0,2,-,-,30015901000.0,0.111487
shzb,001,-,662831586.82,-,10001369,737479680.63,-,-,-,-,2020-03-25T19:27:55,-,-,0.0145272697644052,晋西车轴,-,2019-12-31T00:00:00,-,-,478983261.25,0.1877713736,0.166035227382194,0.008429,-,289777394.38,1276996542.26,-,交运设备,-,-,600495,-,001,-,-,-,016008,2020-03-26T00:00:00,-,-0.000473192414515894,-,-0.171461815568009,6642203.52,0.03515901,3927540532.76,-,1.25816646270559,-0.805887977607951,287101038.65,2,-,-,3190060852.13,-0.017125
shzb,001,-,6587793000.0,-,10001438,150820587000.0,-,-,-,-,2020-03-25T18:20:01,-,-,0.179188921857184,华电国际,-,2019-12-31T00:00:00,-,-,3222591000.0,0.6560965595,-0.0977981777086268,0.015224,-,10616329000.0,153871709000.0,-,电力行业,-,-,600027,-,001,-,-,-,016007,2020-03-26T00:00:00,-,0.105481837067273,-,-0.0648669478902572,-,0.00395099,229875595000.0,-,-0.0227590952790868,-,16882042000.0,2,-,-,79055008000.0,-0.053744
shzb,001,-,2749647700.83,-,10000205,1437637624.04,-,-,-,-,2020-03-25T17:18:48,-,-,0.0788030750368111,中恒集团,-,2019-12-31T00:00:00,-,-,399176629.87,0.1834865457,0.149385978767984,0.082236,-,228530446.72,1299299768.39,-,医药制造,-,-,600252,-,001,-,-,-,016024,2020-03-26T00:00:00,-,0.20115740256783,-,-0.1351896071915,80920172.42,0.02865622,7835111934.55,-,0.164942503883653,0.0693827113173989,719394028.35,2,-,-,6397474310.51,0.097782
,001,-,24000333948.3,-,80319098,54787913723.34,-,-,-,-,2020-03-25T19:45:01,-,-,0.411355790371056,中国通号,-,2019-12-31T00:00:00,-,-,2200762577.0,0.5618547614,0.137360921289835,0.223825,-,16757628007.95,4329298247.74,-,交运设备,-,-,688009,-,001,-,-,-,016008,2020-03-26T00:00:00,-,0.232305812428073,-,-0.461462207503773,-,0.01555377,97512591304.36,-,1.04912427762908,-,39943249975.12,2,-,-,42724677581.02,0.108922
szzb,001,-,8937936658.0,-,10000892,13801964812.0,-,-,-,-,2020-03-25T19:16:51,-,-,0.0107916890402938,江铃汽车,-,2019-12-31T00:00:00,-,-,1946869092.0,0.5680164854,0.0372223156991421,0.038553,-,2208236620.0,5714489577.0,-,汽车行业,-,-,000550,-,001,-,-,-,016035,2020-03-26T00:00:00,-,-0.174382871469527,-,-0.228153931949706,-,0.01122923,24298528593.0,-,0.173438033179269,-,8116169589.0,2,-,-,10496563781.0,0.060708
shzb,001,-,12826867599.92,-,10000772,79359831283.3,-,-,-,-,2020-03-25T15:49:21,-,-,0.0761198719706921,世茂股份,-,2019-12-31T00:00:00,-,-,48694234848.17,0.6221182279,0.260402101419572,0.177655,-,2719782998.91,1711268432.18,-,房地产,-,-,600823,-,001,-,-,-,016017,2020-03-26T00:00:00,-,-0.0153317168629862,-,-0.101880233500319,4768668992.81,0.01173637,127563906227.18,-,0.239417542206886,-0.120529141767866,12750664431.39,2,-,-,48204074943.88,0.249251
szzb,001,-,8855408402.78,-,10000855,5701225543.51,-,-,-,-,2020-03-25T19:30:31,-,-,0.0447120143264774,丽珠集团,-,2019-12-31T00:00:00,-,-,1168854337.03,0.3171494585,-0.140213964126487,0.030917,-,1472438936.26,3160096367.19,-,医药制造,-,-,000513,-,001,-,-,-,016024,2020-03-26T00:00:00,-,0.0656665872016376,-,0.0464160788051483,-,0.02431816,17976463117.21,-,0.0311461801998864,-,547102924.99,2,-,-,12275237573.7,0.002419
szzb,001,-,736289036.42,-,10000948,2699224871.84,-,-,-,-,2020-03-25T18:34:29,-,-,0.0210236932536382,焦作万方,-,2019-12-31T00:00:00,-,-,427218315.22,0.3848772405,-0.457384256561676,-0.057887,-,18074406.78,2659307694.75,-,有色金属,-,-,000612,-,001,-,-,-,016032,2020-03-26T00:00:00,-,0.0145470883880504,-,-0.0275943537763335,35848343.67,0.00573584,7013209895.49,-,0.0359446657392621,-0.0286465466129583,115095302.65,2,-,-,4313985023.65,-0.161464
cyb,001,-,274316433.58,-,80437108,1725334630.72,-,-,-,-,2020-03-25T18:56:04,-,-,-0.0644416626588661,寒锐钴业,-,2019-12-31T00:00:00,-,-,1188664592.02,0.4926485843,1.48644630186838,0.014956,-,303896755.71,411823477.05,-,有色金属,-,-,300618,-,001,-,-,-,016032,2020-03-26T00:00:00,-,-0.0779395253639622,-,-0.0947054451030527,21873258.41,0.01724597,3502160943.44,-,-0.633230386874767,2.79605308719868,258731089.55,2,-,-,1776826312.72,0.112159
zxb,001,-,2231204495.66,-,80140488,2818223532.94,-,-,-,-,2020-03-25T20:40:33,-,-,0.0204400197297053,广联达,-,2019-12-31T00:00:00,-,-,21334194.48,0.4569610909,1.90080137535065,0.100176,-,559408187.18,802867042.13,-,软件服务,-,-,002410,-,001,-,-,-,016057,2020-03-26T00:00:00,-,0.919118211170177,-,1.30060402501444,969218530.61,0.01050242,6167316188.03,-,0.00883552537638366,1.03488223572252,98717412.11,2,-,-,3349092655.09,0.212794
szzb,001,-,45626574.92,-,10001228,1273093622.78,-,-,-,-,2020-03-25T19:28:27,-,-,-0.00725461085692231,桂林旅游,-,2019-12-31T00:00:00,-,-,29098114.38,0.4434264008,0.463333228473914,-0.01768,-,111660959.1,1216588814.55,-,旅游酒店,-,-,000978,-,001,-,-,-,016038,2020-03-26T00:00:00,-,-0.130430412518829,-,-0.629360990663976,5156709.26,0.00523959,2871037043.45,-,-0.589819268886088,-0.65809009688563,86653362.93,2,-,-,1597943420.67,-0.03046
shzb,001,-,13455532720.24,-,80064560,8156181316.85,-,-,-,-,2020-03-25T20:20:31,-,-,0.195126336829306,海天味业,-,2019-12-31T00:00:00,-,-,1802760746.44,0.3294909181,0.329700470753296,0.22886,-,2463315.07,3448256519.87,-,食品饮料,-,-,603288,-,001,-,-,-,016012,2020-03-26T00:00:00,-,0.00767427234984268,-,0.498145370303973,4097996215.03,0.02540517,24753888098.68,-,0.422780371658774,0.266066810222464,900946325.38,2,-,-,16597706781.83,0.303745
szzb,001,-,1554532020.73,-,10000856,2766620953.41,-,-,-,-,2020-03-25T19:35:00,-,-,0.0781578183147891,渝开发,-,2019-12-31T00:00:00,-,-,3374802178.84,0.4255267419,-0.142276084538626,-0.010525,-,12218230.54,672015117.95,-,房地产,-,-,000514,-,001,-,-,-,016017,2020-03-26T00:00:00,-,0.0710011871435834,-,-0.0066337141969842,366566025.05,0.02665945,6501638277.38,-,-0.0223640301864485,-0.363631841236492,196230734.31,2,-,-,3735017323.97,-0.109419
,001,-,337091058.11,-,80374286,57623861.07,-,-,-,-,2020-03-25T19:44:33,-,-,2.17434996481072,卓越新能,-,2019-12-31T00:00:00,-,-,223431979.26,0.0271104042,0.236283062095058,1.598621,-,37777459.17,283718049.07,-,环保工程,-,-,688196,-,001,-,-,-,016048,2020-03-26T00:00:00,-,583.036837455079,-,0.151600411467166,3225009.97,0.40130736,2125525704.74,-,0.507008271955404,-0.349953872970209,13453336.76,2,-,-,2067901843.67,-0.653916
zxb,001,-,240596944.85,-,80349128,921216092.74,-,-,-,-,2020-03-25T19:41:00,-,-,-0.000728765641128359,钧达股份,-,2019-12-31T00:00:00,-,-,214314916.74,0.5003900136,-0.0448130120104174,-0.051642,-,290044116.99,406844899.96,-,汽车行业,-,-,002865,-,001,-,-,-,016035,2020-03-26T00:00:00,-,0.190670445356458,-,-0.211408535523766,17633535.57,0.01412039,1840996158.25,-,-0.42199451489954,-0.161552313944764,302562067.87,2,-,-,919780065.51,-0.09755
szzb,001,-,379812973.96,-,10001224,1529005303.92,-,-,-,-,2020-03-25T19:40:31,-,-,0.0207004244678021,佛塑科技,-,2019-12-31T00:00:00,-,-,444759526.83,0.3700081493,-0.711516575618823,-0.292468,-,255496272.04,1383516357.95,-,塑胶制品,-,-,000973,-,001,-,-,-,016018,2020-03-26T00:00:00,-,0.0147389577326403,-,-0.613838726436234,30587630.7,0.01097734,4132355751.42,-,-0.644661024001397,-0.975521791492186,125553422.08,2,-,-,2603350447.5,-0.535252
cyb,001,-,22714627.81,-,80150392,334028678.54,-,-,-,-,2020-03-25T19:28:26,-,-,0.0978856651066436,贝斯特,-,2019-12-31T00:00:00,-,-,190577693.53,0.1801882903,0.585722182652163,0.092991,-,360366898.18,687718180.15,-,汽车行业,-,-,300580,-,001,-,-,-,016035,2020-03-26T00:00:00,-,0.136642621889657,-,-0.0908938657274593,16496880.83,0.02704129,1853775725.45,-,-0.149252177583159,-0.202497921308167,153123637.71,2,-,-,1519747046.91,0.071263
szzb,001,-,2994565968.56,-,10001086,4283170462.71,-,-,-,-,2020-03-25T20:02:03,-,-,0.234478145794985,万年青,-,2019-12-31T00:00:00,-,-,440701355.24,0.3627919013,0.0382843572072301,0.174318,-,646375209.53,3689539107.19,-,水泥建材,-,-,000789,-,001,-,-,-,016004,2020-03-26T00:00:00,-,-0.0493054394832212,-,-0.14567041197313,162742867.12,0.01511997,11806135824.06,-,0.0839806403282521,0.14619339279375,767710402.81,2,-,-,7522965361.35,0.081728
shzb,001,-,1061845209.03,-,10000145,6181290811.2,-,-,-,-,2020-03-24T22:51:16,-,-,0.367183164783127,生益科技,-,2019-12-31T00:00:00,-,-,2100442023.56,0.3978968439,0.436063421250231,0.205572,-,4597984462.76,5003000145.37,-,电子元件,-,-,600183,-,001,-,-,-,016022,2020-03-25T00:00:00,-,0.204765429050786,-,0.201672341034334,5448063.35,0.01657303,15534907870.03,-,-0.056443234743368,0.90865446074144,2656356590.44,2,-,-,9353617058.83,0.022647
shzb,001,-,287630769.89,-,80393164,1233283308.33,-,-,-,-,2020-03-24T18:55:08,-,-,0.399052300200416,汇金通,-,2019-12-31T00:00:00,-,-,962127907.45,0.495701218,0.678464027621941,0.251356,-,517858380.52,431166260.14,-,输配电气,-,-,603577,-,001,-,-,-,016020,2020-03-25T00:00:00,-,0.330371072970077,-,0.255271045984402,182684501.1,0.01700852,2487956986.26,-,0.147098104094764,1.06465574116835,96420805.4,2,-,-,1254673677.93,0.129995
zxb,001,-,227383880.29,-,80005245,499854583.69,-,-,-,-,2020-03-24T17:42:10,-,-,0.0231353156181309,真视通,-,2019-12-31T00:00:00,-,-,244802764.57,0.4211108065,-0.175952773474344,-0.027106,-,469626325.49,112882004.96,-,软件服务,-,-,002771,-,001,-,-,-,016057,2020-03-25T00:00:00,-,-0.0153554849887042,-,-0.0410860083698763,122326030.12,0.02058093,1186990635.14,-,-0.0373265942145911,0.197900607578983,227585024.94,2,-,-,687136051.45,-0.088626
szzb,001,-,11485706274.5,-,10000987,13637188010.4,0.0,-,-,-,2020-04-14T13:21:04,-,-,0.0649014062740954,经纬纺机,-,2019-12-31T00:00:00,-,-0.977691939636832,818211582.6,0.3817954342,-0.20674888484437,-0.082706,0.0,700033234.76,1397071599.31,-,多元金融,-,-1.0,000666,3613.79,001,-,-1.0,-,016058,2020-03-25T00:00:00,-,-0.370788001396131,-,-0.128083038164721,495833196.48,0.03157301,35718572800.57,-,-0.0819685095328831,-0.192319231761814,876010716.01,2,-,-,22081384790.17,-0.250846
shzb,001,-,653700333.32,-,80329971,2357493328.26,-,-,-,-,2020-03-24T16:53:02,-,-,0.116314032085189,大业股份,-,2019-12-31T00:00:00,-,-,411046186.79,0.5804003115,0.369332865627857,0.267743,-,648581863.94,1330668484.96,-,金属制品,-,-,603278,-,001,-,-,-,016059,2020-03-25T00:00:00,-,0.0413068930864562,-,0.258112339631814,8625374.8,0.01232443,4061840218.59,-,0.349024374054405,0.840750917424005,322073078.28,2,-,-,1704346890.33,0.405587
zxb,001,-,340756139.38,-,80144300,1679125260.77,-,-,-,-,2020-03-24T20:13:11,-,-,0.113876338792475,长高集团,-,2019-12-31T00:00:00,-,-,405967751.79,0.5696371976,-0.000556158062989544,0.209452,-,766903479.57,482751389.45,-,输配电气,-,-,002452,-,001,-,-,-,016020,2020-03-25T00:00:00,-,0.273068044417192,-,-0.0760713243884803,59668599.16,0.01307879,2947709994.73,-,0.110607711906246,0.0647635999201033,485745379.95,2,-,-,1268584733.96,0.293289
